,Guam,North Dakota,Virgin Islands,Connecticut,Missouri,New York,Alaska,South Dakota,Virginia,Maine,Indiana,West Virginia,Arizona,Delaware,Grand Princess,Mississippi,Iowa,Diamond Princess,Northern Mariana Islands,Wyoming,Idaho,Texas,North Carolina,Colorado,Oklahoma,Puerto Rico,Michigan,Alabama,Illinois,Kentucky,Louisiana,Minnesota,South Carolina,Nebraska,American Samoa,Ohio,Hawaii,Utah,Tennessee,Maryland,New Jersey,Oregon,Nevada,New Hampshire,Rhode Island,Montana,Vermont,Florida,District of Columbia,New Mexico,Arkansas,California,Georgia,Massachusetts,Washington,Wisconsin,Pennsylvania,Kansas
6/12/22,49935,246703,20411,816356,1480816,5509507,264556,241326,1817814,266105,1747486,522061,2077346,280252,103,814979,784302,49,11403,159907,455427,7010419,2799515,1515373,1058297,716785,2565819,1325361,3352983,1375419,1274798,1527145,1514423,491350,6192,2798900,290652,962209,2085237,1107391,2437531,781127,749103,328319,397187,280965,133669,6282014,152799,544867,850203,9795203,2588857,1894169,1610793,1695877,2954750,794059
6/13/22,50120,246932,20472,817973,1481709,5520993,264556,241326,1824660,266105,1750973,523367,2077346,280252,103,816572,784302,49,11482,159907,456132,7017942,2799515,1518052,1058297,719009,2565819,1328321,3361646,1378045,1277101,1528694,1514423,491350,6192,2798900,290652,962209,2086972,1109279,2438510,785031,749103,328834,397758,280965,133669,6297767,152799,547351,850535,9843252,2588857,1898495,1617208,1699869,2956361,794059
6/14/22,50217,247126,20516,818718,1482243,5525057,264556,241326,1827418,266575,1750973,523876,2077346,280252,103,817450,784302,49,11482,162160,456132,7025739,2799515,1520324,1059877,719399,2565819,1329827,3365525,1378730,1279458,1532528,1524771,492292,6192,2798900,290652,962209,2089714,1112705,2441637,786608,749103,329008,398242,280965,133669,6307534,153244,548119,851275,9858704,2588857,1900376,1617208,1701327,2956361,794059
6/15/22,50364,247344,20562,819531,1482768,5529833,266731,242298,1830122,266933,1753119,524432,2093680,281347,103,818550,788289,49,11482,162160,457026,7032903,2823979,1522524,1059877,723832,2581397,1331452,3371262,1380447,1281002,1533884,1524771,492873,6270,2798900,297851,962209,2091939,1113849,2444707,788127,758379,329230,398622,280965,134415,6320890,153436,549246,852229,9865293,2608172,1902067,1622214,1703197,2956361,797743
6/16/22,50485,247644,20606,820026,1483315,5536023,266731,242298,1832648,267182,1753119,525086,2093680,281624,103,819503,788289,49,11482,162160,457026,7041393,2823979,1524665,1061792,727546,2581397,1333137,3376596,1382483,1282968,1535427,1524771,493553,6269,2815069,297851,968731,2094103,1115482,2447904,789697,758379,329492,398981,280965,134415,6333646,153661,550337,853229,9883825,2608172,1903932,1622214,1705084,2975031,798014
6/17/22,50608,247842,20625,820870,1491762,5541607,266731,242298,1835591,267400,1755959,525086,2093680,281986,103,820659,788289,49,11482,162160,457907,7047885,2823979,1526560,1061792,731355,2581397,1334981,3380095,1384338,1282968,1537314,1524771,494031,6342,2815069,297851,968731,2096233,1117397,2451377,791280,758379,329685,399282,283054,134415,6389198,153903,551614,854009,9898140,2608172,1905719,1628383,1706643,2975031,798014
6/18/22,50608,247875,20625,820870,1491762,5544571,266731,242298,1835591,267707,1755959,525086,2093680,281986,103,820659,788289,49,11482,162160,457907,7053096,2823979,1527821,1061792,734234,2581397,1334981,3380095,1384338,1282968,1537314,1524771,494031,6342,2815069,297851,968731,2097531,1117397,2453982,791280,758379,329685,399282,283054,134415,6389198,153903,551614,854717,9898667,2608172,1905719,1628383,1706643,2975031,798014
6/19/22,50608,247940,20625,820870,1491762,5547045,266731,242298,1835591,267707,1755959,525086,2093680,281986,103,820659,788289,49,11482,162160,457907,7056653,2823979,1529006,1061792,740455,2581397,1334981,3380095,1384338,1282968,1537314,1524771,494031,6342,2815069,297851,968731,2098723,1117397,2456359,791280,758379,329685,399282,283054,134415,6389198,153903,551614,855292,9899173,2608172,1905719,1628383,1706643,2975031,798014
6/20/22,50773,248198,20625,822319,1491762,5549360,266731,242298,1841786,267707,1758650,525086,2093680,282743,103,820659,788289,49,11482,162160,457907,7059628,2823979,1531506,1061792,742405,2581397,1338177,3380095,1388211,1287429,1537314,1524771,494031,6342,2815069,297851,968731,2100858,1117397,2457797,791280,758379,330117,399860,283054,134415,6389198,153903,551614,855543,9953617,2608172,1905719,1628383,1710576,2975031,798061
6/21/22,50887,248422,20669,822898,1493204,5560168,266731,242298,1844313,267707,1758650,527437,2093680,282909,103,824121,788289,49,11569,163340,457907,7077451,2823979,1533976,1063786,743025,2581397,1340110,3393519,1389271,1290291,1538845,1535392,495361,6342,2815069,297851,968731,2103592,1118785,2460655,795552,758379,330286,400168,283054,134415,6389198,154165,554671,856307,9964334,2608172,1910108,1628383,1712191,2975031,798061
6/22/22,51009,248634,20704,823625,1493664,5564394,269311,243269,1846905,267956,1762056,528049,2109053,283017,103,825440,792208,49,11569,163340,459525,7086463,2843077,1536202,1063786,744853,2592078,1342150,3398128,1390467,1292655,1540417,1535392,495896,6342,2815069,303333,968731,2106233,1122792,2464207,798052,765603,330482,400454,283054,135030,6395154,155026,555592,857119,9970834,2626597,1912004,1640182,1714060,2987357,801863
6/23/22,51084,248857,20760,824295,1494216,5570347,269311,243269,1849990,268386,1762056,528651,2109053,283370,103,827012,792208,49,11569,163340,459525,7098246,2843077,1538402,1068168,750674,2592078,1344233,3401621,1392468,1294720,1545001,1535392,496506,6342,2831228,303333,975507,2108928,1124390,2467432,800404,765603,330629,400834,283054,135030,6407648,155268,557008,858553,10003932,2626597,1913838,1640182,1716035,2987357,802152
6/24/22,51234,249050,20789,825075,1503394,5577480,269311,243269,1852970,268633,1764876,529262,2109053,283632,103,828389,792208,49,11569,163340,460741,7109817,2843077,1540271,1068168,755129,2592078,1346268,3407189,1395370,1296861,1546698,1535392,497100,6414,2831228,303333,975507,2111569,1126088,2470738,802156,765603,330829,401108,285017,135030,6419490,155268,558259,859615,10025042,2626597,1915764,1646657,1717861,2987357,802152
6/25/22,51234,249087,20789,825732,1503394,5580555,269311,243269,1852970,268842,1764876,529262,2109053,283632,103,828389,792208,49,11569,163340,460741,7119014,2843077,1541565,1070735,759368,2592078,1346268,3407189,1397276,1296861,1546698,1535392,497092,6414,2831228,303333,975507,2113117,1126088,2473956,802156,765603,330829,401108,285017,135030,6430582,155817,558259,860503,10025689,2626597,1915764,1646657,1717861,2987357,802152
6/26/22,51234,249149,20789,826174,1503394,5583362,269311,243269,1852970,268842,1764876,529262,2109053,283632,103,828389,792208,49,11569,163340,460741,7128175,2843077,1542806,1070735,763030,2592078,1346268,3407189,1397276,1296861,1546698,1535392,497092,6414,2831228,303333,975507,2114502,1126088,2476558,802156,765603,330829,401108,285017,135030,6430582,155817,558259,861010,10026283,2626597,1915764,1646657,1717861,2987357,802152
6/27/22,51437,249448,20828,826779,1504715,5594030,269311,243269,1859589,268842,1769015,530612,2109053,284334,103,831066,792208,49,11569,163340,461626,7138184,2843077,1545533,1070735,764451,2592078,1350735,3417093,1398705,1300125,1548208,1535392,497100,6414,2831228,303333,975507,2116682,1127722,2478067,805977,765603,331497,401688,285017,135030,6447100,155817,560929,861403,10075562,2626597,1919453,1654445,1721421,2988758,802152
6/28/22,51588,249706,20878,827615,1505453,5596149,269311,243269,1862659,269308,1769015,531176,2109053,284461,103,832212,792208,49,11759,164456,461626,7148706,2843077,1548050,1070735,765257,2606431,1352915,3421334,1398705,1302530,1551559,1546406,497100,6414,2831228,303333,975507,2119745,1131371,2481696,807889,765603,331620,402024,285017,135030,6447100,155817,561665,862823,10093369,2626597,1920969,1654445,1722732,2988758,802240
6/29/22,51769,249973,20878,828263,1505967,5603772,272415,244523,1865917,269680,1772183,531843,2125567,284733,103,832212,796196,49,11759,164456,462978,7159291,2867218,1550452,1070735,768738,2606431,1355340,3425979,1401664,1305552,1552840,1546406,497100,6414,2831228,308695,975507,2122890,1132805,2484840,809827,773841,331883,402371,285017,135668,6469540,156557,562791,864155,10100905,2647568,1922647,1659152,1724777,2988758,806926
6/30/22,51898,250255,20928,828968,1506514,5611093,272415,244523,1869231,269926,1772183,532503,2125567,285046,103,835120,796611,49,11829,164456,462978,7172883,2867218,1552898,1076350,773649,2606431,1357266,3430843,1403534,1308592,1552840,1546406,500056,6414,2848453,308695,982895,2125738,1134521,2488751,811692,773841,332120,402769,285017,135668,6482295,156802,563848,865592,10137736,2647568,1924702,1659152,1726640,3006257,807169
7/1/22,52067,250508,20928,831880,1516865,5614976,272415,244523,1872624,270123,1775886,533213,2125567,285403,103,836757,796611,49,11829,164456,464094,7185724,2867218,1554954,1076350,777267,2606431,1359051,3435405,1405062,1310829,1552840,1546406,500574,6505,2848453,308695,982895,2128248,1136317,2492366,813050,773841,332364,403052,287145,135668,6537512,157041,564678,866816,10156519,2647568,1926543,1666301,1728344,3006257,807169
7/2/22,52067,250567,20960,832572,1516865,5622208,272415,244523,1872624,270331,1775886,533213,2125567,285403,103,836757,796611,49,11829,164456,464094,7186022,2867218,1556195,1076350,780813,2606431,1359051,3435405,1405062,1310829,1552840,1546406,500574,6505,2848453,308695,982895,2129828,1136317,2495905,813050,773841,332364,403052,287145,135668,6537512,157041,564678,868219,10157268,2647568,1926543,1666301,1728344,3006257,807169
7/3/22,52067,250652,20960,832913,1516865,5625004,272415,244523,1872624,270331,1775886,533213,2125567,285403,103,836757,796611,49,11829,164456,464094,7186272,2867218,1557324,1076350,782449,2606431,1359051,3435405,1405062,1310829,1552840,1546406,500574,6505,2848453,308695,982895,2131444,1136317,2495905,813050,773841,332364,403052,287145,135668,6537512,157041,564678,868384,10157909,2647568,1926543,1666301,1728344,3006257,807169
7/4/22,52067,250719,20960,833260,1516865,5627346,272415,244523,1879306,270331,1775886,533213,2125567,286089,103,836757,796611,49,11829,164456,464094,7186814,2867218,1558287,1076350,782774,2606431,1362388,3435405,1405062,1310829,1552840,1546406,500574,6505,2848453,308695,982895,2132662,1136317,2500418,813050,773841,332364,403052,287145,135668,6537512,157041,564678,868770,10209404,2647568,1926543,1666301,1731898,3006257,807169
7/5/22,52363,251153,20995,833551,1518157,5639141,272415,244523,1881525,270331,1775886,535208,2125567,286227,103,839997,799184,49,11829,165619,464094,7222720,2867218,1561247,1079454,782933,2619533,1363194,3446267,1408913,1315361,1552840,1546406,500574,6505,2848453,308695,982895,2135035,1137909,2502617,817838,773841,333081,403677,287145,135668,6537512,157303,567816,869072,10227460,2647568,1931029,1666301,1732689,3007516,807243
7/6/22,52517,251518,21022,834561,1518494,5643661,275322,245705,1884246,270798,1782265,535776,2145765,286412,103,841347,800176,49,11829,165619,466007,7233333,2892680,1563578,1082449,783202,2619533,1367570,3451749,1410616,1318114,1552840,1560139,500574,6505,2848453,313076,982895,2138469,1142366,2505692,819679,782040,333251,403956,287145,136145,6537512,157303,568434,871467,10233680,2667557,1932346,1677766,1734112,3018129,812301
7/7/22,52644,251829,21045,835385,1519621,5646017,275322,245705,1887431,271149,1782265,536573,2145765,286737,103,843191,800648,49,11829,165619,466007,7245460,2892680,1565827,1084914,783202,2619533,1370792,3457545,1412623,1323550,1561487,1560139,503390,6505,2867291,313076,989767,2141871,1143571,2509617,821303,782040,333251,404204,287145,136145,6547636,158073,569619,873261,10261967,2667557,1934384,1677766,1736078,3018129,812577
7/8/22,52823,252102,21103,836466,1529886,5661360,275322,245705,1890973,271394,1787059,537443,2145765,287078,103,845205,800648,49,11829,165619,467770,7257865,2892680,1567886,1084914,796491,2619533,1373684,3462948,1414766,1326364,1561487,1560139,504109,6505,2867291,313076,989767,2144970,1145444,2514115,823247,782040,333789,404604,289345,136145,6561833,158281,570866,875200,10273933,2667557,1936447,1684668,1738219,3018129,812577
7/9/22,52823,252156,21103,837269,1529886,5665385,275322,245705,1890973,271596,1787059,537443,2145765,287078,103,845205,800648,49,11829,165619,467770,7270393,2892680,1569234,1084914,798990,2619533,1373684,3462948,1414766,1326364,1561487,1560139,504109,6505,2867291,313076,989767,2146890,1145444,2517834,823247,782040,333789,404604,289345,136145,6561833,158281,570866,876650,10274686,2667557,1936447,1684668,1738219,3018129,812577
7/10/22,52823,252253,21103,837751,1529886,5668645,275322,245705,1890973,271596,1787059,537443,2145765,287078,103,845205,800648,49,11829,165619,467770,7280993,2892680,1570398,1084914,802317,2619533,1373684,3462948,1414766,1326364,1561487,1560139,504109,6505,2867291,313076,989767,2148322,1145444,2520736,823247,782040,333789,404604,289345,136145,6561833,158281,570866,877380,10275460,2667557,1936447,1684668,1738219,3018129,812577
7/11/22,53066,252624,21175,838159,1531216,5679453,275322,245705,1898849,271596,1790544,539431,2145765,288092,103,848886,802455,49,11829,165619,468973,7293515,2892680,1572798,1084914,803941,2619533,1378259,3474890,1419862,1332012,1561487,1560139,504109,6505,2867291,313076,989767,2151660,1147362,2522649,826598,782040,334373,404604,289345,136145,6590900,158548,573339,878058,10343254,2667557,1936447,1692004,1742214,3018129,812644
7/12/22,53214,252967,21231,839167,1531819,5689878,275322,245705,1902133,272100,1790544,540192,2145765,288279,103,850618,803961,49,11829,167386,468973,7306972,2892680,1574765,1092763,804312,2636214,1382137,3480965,1421037,1335684,1561487,1573585,506223,6505,2867291,313076,989767,2155207,1151423,2527086,828439,782040,334576,405589,289345,136145,6602374,159055,574117,879614,10364936,2667557,1936447,1692004,1744108,3020356,812644
7/13/22,53363,253306,21246,840071,1532312,5696031,278318,247274,1905474,272361,1794605,541062,2161045,288583,103,852423,805363,49,12193,167386,470457,7319729,2919068,1576652,1092763,806697,2636214,1384836,3486089,1422927,1339245,1561487,1573585,506899,6505,2867291,317540,989767,2158809,1153203,2530796,830059,789815,334845,405974,289345,136695,6614806,159289,575279,881424,10372854,2694160,1936447,1695915,1746344,3038076,819622
7/14/22,53459,253637,21287,840892,1532882,5705640,278318,247274,1908742,272605,1794605,542092,2161045,288583,103,854450,805836,49,12193,167386,470457,7334580,2919068,1578576,1096910,809583,2636214,1387729,3491407,1424714,1342740,1571008,1573585,507506,6505,2891756,317540,997556,2161724,1154979,2535067,831170,789815,335149,406321,289345,136695,6628345,159494,575862,883331,10412980,2694160,1944319,1695909,1748361,3038076,819913
7/15/22,53601,253899,21326,841737,1545047,5710185,278318,247274,1912217,272905,1798430,542887,2161045,289266,103,856061,805836,49,12193,167386,471623,7348709,2919068,1580305,1096910,814141,2636214,1390333,3496014,1426716,1345313,1571008,1573585,508139,7144,2891756,317540,997556,2165030,1156761,2539038,833340,789815,335462,406668,292026,136695,6683581,159729,577583,884815,10427630,2694160,1944319,1695915,1750325,3038076,819913
7/16/22,53601,253963,21326,842567,1545047,5718145,278318,247274,1912217,273123,1798430,542887,2161045,289266,103,856061,805836,49,12193,167386,471623,7360504,2919068,1581536,1096910,814742,2636214,1390333,3496014,1426716,1345313,1571008,1573585,508139,7144,2891756,317540,997556,2166702,1156761,2542826,833340,789815,335462,406668,292026,136695,6683581,159729,577583,885987,10437751,2694160,1944319,1695915,1750325,3038076,819913
7/17/22,53601,254046,21326,842712,1545047,5721594,278318,247274,1912217,273123,1798430,542887,2161045,289266,103,856061,805836,49,12193,167386,471623,7370397,2919068,1582591,1096910,818685,2636214,1390333,3496014,1426716,1345313,1571008,1573585,508139,7144,2891756,317540,997556,2167564,1156761,2545959,833340,789815,335462,406668,292026,136695,6683581,159729,577583,886736,10438498,2694160,1944319,1701692,1750325,3038076,819913
7/18/22,53865,254439,21361,843286,1546161,5735705,278318,247274,1919590,273123,1802751,544911,2161045,290110,103,859352,805363,49,12398,167386,472621,7382122,2919068,1584791,1100631,820091,2636214,1396285,3507262,1432660,1350727,1571008,1573585,508139,7144,2891756,317540,997556,2171274,1158585,2548015,836352,789815,335855,407309,292026,136695,6683581,159729,579993,887373,10494170,2694160,1944319,1709178,1754646,3038076,819913
7/19/22,54013,254850,21444,844386,1546607,5741196,278318,247274,1922809,273567,1806050,545745,2161045,290401,103,860767,805363,49,12398,168678,472621,7393427,2919068,1586720,1104163,820609,2652659,1398986,3511067,1433662,1354398,1571008,1587503,510041,7144,2891756,317540,997556,2174999,1162099,2552342,837873,789815,335962,407575,292026,136695,6683581,160533,580887,889108,10513167,2694160,1944319,1709156,1756581,3038076,820104
7/20/22,54163,255167,21499,845240,1547219,5749409,281203,248788,1925915,273813,1807442,546772,2179180,290401,103,862528,810664,49,12398,168678,474150,7407269,2949198,1588478,1104163,824108,2652659,1401893,3516370,1436771,1357396,1571008,1587503,510735,7471,2891756,321869,997556,2178405,1164135,2556303,839294,797048,336189,407886,292026,137264,6691964,160723,582061,890943,10521080,2721391,1944319,1713842,1759023,3058316,827256
7/21/22,54163,255467,21540,846026,1547827,5753981,281203,248788,1929718,274015,1807442,547785,2179180,291212,103,864529,811227,49,12398,168678,474150,7420399,2949198,1590141,1108553,827658,2652659,1404810,3523006,1440696,1360862,1580508,1587503,511380,7471,2918366,321869,1004426,2181953,1166193,2560841,841000,797048,336445,408203,292026,137264,6703842,160952,583366,892469,10557285,2721391,1955844,1713842,1761382,3058316,827564
7/22/22,54163,255747,21569,847255,1559475,5766596,281203,248788,1933366,274285,1813158,548777,2179180,291619,103,866040,811227,49,12398,168678,475344,7433952,2949198,1591610,1108553,830818,2652659,1407699,3528282,1444443,1363543,1580508,1587503,511738,7471,2918366,321869,1004426,2185378,1167922,2565176,842351,797048,336445,408532,294340,137264,6716112,161169,584404,894005,10579289,2721391,1955844,1719776,1763632,3058316,827564
7/23/22,54163,255807,21569,848089,1559475,5770401,281203,248788,1933366,274501,1813158,548777,2179180,291619,103,866040,811227,49,12398,168678,475344,7444500,2949198,1592578,1108553,833809,2652659,1407699,3528282,1444443,1363543,1580508,1587503,511738,7471,2918366,321869,1004426,2186859,1167922,2569202,842351,797048,336445,408532,294340,137264,6716112,161169,584404,894975,10579991,2721391,1955844,1719776,1763632,3058316,827564
7/24/22,54163,255886,21569,848549,1559475,5773709,281203,248788,1933366,274500,1813158,548777,2179180,291619,103,866040,811227,49,12398,168678,475344,7454681,2949198,1593559,1108553,836881,2652659,1407699,3528282,1444443,1363543,1580508,1587503,511738,7471,2918366,321869,1004426,2188237,1167922,2572621,842351,797048,336445,408532,294340,137264,6716112,161169,584404,894975,10580605,2721391,1955844,1719776,1763632,3058316,827564
7/25/22,54622,256247,21601,849007,1560605,5786878,281203,248788,1941358,274500,1816673,551008,2179180,292612,103,869466,813148,49,12573,168678,476226,7466919,2949198,1595592,1112711,838363,2652659,1413426,3542799,1451859,1367787,1580508,1587503,511738,7471,2918366,321869,1004426,2191450,1169781,2574316,845330,797048,336445,409171,294340,137264,6743157,161415,586711,896275,10629401,2721391,1955844,1726045,1768453,3058316,827695
7/26/22,54772,256560,21630,849895,1561238,5792205,281203,248788,1944125,274988,1816673,551921,2179180,292852,103,870560,814855,49,12573,170032,476226,7478167,2949198,1597245,1116478,838735,2672312,1416310,3548004,1453461,1367787,1580508,1605165,514065,7471,2918366,321869,1004426,2194916,1173854,2577745,846691,797048,337552,409452,294340,137264,6754722,161415,587656,897760,10647769,2721391,1955844,1726045,1770543,3059965,827695
7/27/22,54963,256950,21677,851389,1561699,5794983,283643,250286,1947686,275238,1823296,553018,2196429,293222,103,872265,816588,49,12573,170031,477684,7490058,2983130,1598823,1116478,841200,2672312,1419075,3550589,1457515,1372134,1580508,1605165,514698,7471,2918366,325944,1004426,2197829,1175517,2582493,848045,826500,337834,409731,294340,137649,6765875,162098,588805,899551,10656352,2750915,1955844,1729949,1773092,3080593,834763
7/28/22,55057,257334,21734,852438,1562310,5807102,283643,250286,1950818,275482,1823296,554215,2196429,293541,103,873857,817159,49,12573,170031,477684,7504024,2983130,1600256,1120934,843961,2672312,1421760,3557740,1457515,1375417,1590564,1605165,515287,7471,2948242,325944,1010292,2201205,1177492,2587104,848901,826500,338067,410066,294340,137649,6778523,162327,589993,901129,10689343,2750915,1966919,1729949,1775575,3080593,835071
7/29/22,55208,257641,21775,853343,1573810,5811208,283643,250286,1954716,275806,1828734,555107,2196429,294041,103,875132,817159,49,12573,170031,478662,7517137,2983130,1601532,1120934,847917,2672312,1424411,3563653,1465117,1377666,1590564,1605165,515858,7471,2948242,325944,1010292,2204134,1179405,2591186,850352,826500,338303,410399,296599,137649,6833033,162519,591041,902307,10708670,2750915,1966919,1729949,1777707,3080593,835071
7/30/22,55208,257708,21775,854110,1573810,5814780,283643,250286,1954716,275997,1828734,555107,2196429,294041,103,875132,817159,49,12573,170031,478662,7517408,2983130,1602423,1120934,851027,2672312,1424411,3563653,1465117,1377666,1590564,1605165,515858,7471,2948242,325944,1010292,2205614,1179405,2595210,850352,826500,338303,410399,296599,137649,6833033,162519,591041,903555,10709276,2750915,1966919,1729949,1777707,3080593,835071
7/31/22,55208,257808,21775,854582,1573810,5817944,283643,250286,1954716,275997,1828734,555107,2196429,294041,103,875132,817159,49,12573,170031,478662,7517677,2983130,1603212,1120934,854504,2672312,1424411,3563653,1465117,1377666,1590564,1605165,515858,7471,2948242,325944,1010292,2207137,1179405,2597675,850352,826500,338303,410399,296599,137649,6833033,162519,591041,903931,10709862,2750915,1966919,1729949,1777707,3080593,835071
8/1/22,55501,258236,21819,854934,1574598,5833909,283643,250286,1962140,275997,1832878,557371,2196429,294908,103,877784,818389,49,12732,170031,479375,7545930,2983130,1604776,1124786,855834,2672312,1424411,3573895,1471195,1381521,1590564,1605165,515858,7471,2948242,325944,1010292,2209650,1181209,2599211,852948,826500,338869,411141,296599,137649,6833033,162692,593026,904513,10754544,2750915,1966919,1740938,1782325,3085008,835184
8/2/22,55624,258596,21869,856003,1574940,5838379,283643,250286,1965090,276449,1832878,558300,2196429,295080,103,879183,818389,49,12732,171322,479375,7560454,2983130,1606101,1124786,856224,2692485,1424411,3578991,1471195,1383580,1590564,1605165,515858,7766,2948242,325944,1010292,2213113,1185185,2602776,854079,826500,338995,411453,296599,137649,6833033,162692,593758,905824,10771506,2750915,1966919,1740938,1784213,3085008,835184
8/3/22,55746,258963,21921,857105,1575298,5842486,286803,251860,1968329,276699,1837688,559295,2211463,295460,103,880758,822356,49,12732,171322,480606,7571469,3016395,1607422,1128347,860097,2692485,1424411,3584009,1475711,1385619,1590564,1605165,518268,7766,2948242,329633,1010292,2216079,1186717,2606229,856228,830993,339186,411760,296599,138145,6834572,163192,594632,906952,10779117,2778580,1966919,1744292,1786635,3105341,841540
8/4/22,55822,259269,21944,857870,1576029,5853678,286803,251860,1971358,277013,1837688,560263,2211463,295827,103,882319,822796,49,12732,171322,480606,7582880,3016395,1608608,1132714,864047,2692485,1436458,3588158,1479680,1387704,1601006,1621121,518936,7952,2976027,329633,1015442,2219075,1188690,2609923,857421,830993,339512,412179,296599,138145,6845953,163307,595553,908390,10805873,2778580,1977503,1744292,1788757,3105341,841822
8/5/22,55925,259583,21957,858702,1585900,5861208,286803,251860,1975007,277253,1843622,561275,2211463,296190,103,883465,822796,49,12732,171322,481562,7595008,3016395,1609671,1132714,867336,2692485,1436458,3594415,1483295,1389464,1601006,1621121,519584,7952,2976027,329633,1015442,2221935,1190410,2613856,858791,830993,339766,412477,298746,138145,6855234,163429,596599,909456,10820747,2778580,1977503,1748594,1790878,3105341,841822
8/6/22,55925,259657,21957,859559,1585900,5864341,286803,251860,1975007,277459,1843622,561275,2211463,296190,103,883465,822796,49,12732,171322,481562,7595617,3016395,1610436,1132714,870514,2692485,1436458,3594415,1483295,1389464,1601006,1621121,519584,7952,2976027,329633,1015442,2223280,1190410,2617438,858791,830993,339766,412477,298746,138145,6855234,163429,596599,910322,10821272,2778580,1977503,1748594,1790878,3105341,841822
8/7/22,55925,259738,21957,859975,1585902,5866926,286803,251860,1975007,277459,1843622,561275,2211463,296190,103,883465,822796,49,12732,171322,481562,7595818,3016395,1611123,1132714,874677,2692485,1436458,3594415,1483295,1389464,1601006,1621121,519584,7952,2976027,329633,1015442,2224315,1190410,2620049,858791,830993,339766,412477,298746,138145,6855234,163429,596599,910808,10821742,2778580,1977503,1748594,1790878,3105341,841822
8/8/22,56117,260168,22016,860321,1588939,5876474,286803,251860,1981758,277459,1847824,563384,2211463,296992,103,886062,824815,49,12732,171322,482245,7618536,3016395,1612425,1137274,876373,2692485,1436458,3604149,1489579,1392517,1601006,1621121,519584,7952,2976027,329633,1015442,2227185,1191962,2621249,860725,830993,340246,412477,298746,138145,6875931,163557,598395,911249,10857901,2778580,1977503,1748594,1795145,3106889,841822
8/9/22,56226,260512,22026,861453,1589033,5881456,286803,251860,1984528,277897,1847824,564323,2211463,297180,103,887134,826445,49,12732,172473,482245,7628928,3016395,1613631,1140513,876886,2708622,1436458,3608217,1490393,1394995,1601006,1637108,521060,7952,2976027,329633,1015442,2230830,1195735,2624713,861985,830993,340383,412477,298746,138145,6884224,163915,598960,912287,10862157,2778580,1977503,1748594,1796947,3106889,841822
8/10/22,56367,260801,22075,862307,1589111,5887707,289032,253232,1987738,278163,1854031,565397,2224964,297517,103,889213,828016,49,12866,172473,483255,7641482,3047625,1614761,1140513,879947,2708622,1436458,3611415,1491981,1396536,1601006,1637108,521602,7952,2976027,332822,1015442,2234008,1197484,2627779,863044,834488,340668,412477,298746,138779,6892701,164022,599757,913354,10875286,2803517,1977503,1756800,1799141,3125967,848162
8/11/22,56450,261073,22075,863132,1589226,5895283,289032,253232,1990841,278422,1854031,566420,2224964,297879,103,890784,828444,49,12866,172473,483255,7657438,3047625,1615846,1144252,883256,2708622,1449812,3617142,1497314,1398494,1611246,1637108,521706,8042,3002043,332822,1020130,2236637,1199400,2631275,864083,834488,340885,413259,298746,138779,6901581,164253,600612,914619,10897398,2803517,1987385,1756800,1801328,3125967,848433
8/12/22,56625,261348,22135,863913,1597828,5901562,289032,253232,1993874,278715,1859196,567426,2224964,298262,103,892291,828444,49,12866,172473,484008,7671314,3047625,1616792,1144252,886674,2708622,1449812,3620877,1500964,1400265,1611246,1637108,522491,8042,3002043,332822,1020130,2239934,1201340,2634282,864933,834488,341139,413259,300607,138779,6909415,164373,601422,915733,10910888,2803517,1987385,1760576,1803137,3125967,848433
8/13/22,56625,261408,22135,864525,1597828,5904468,289032,253232,1993874,278921,1859196,567426,2224964,298262,103,892291,828444,49,12866,172473,484008,7671511,3047625,1617358,1144252,889499,2708622,1449812,3620877,1500964,1400265,1611246,1637108,522491,8042,3002043,332822,1020130,2241446,1201340,2637379,864933,834488,341139,413259,300607,138779,6979951,164373,601422,916624,10911296,2803517,1987385,1760576,1803137,3125967,848433
8/14/22,56625,261477,22135,864915,1597828,5906949,289032,253232,1993874,278921,1859196,567426,2224964,298262,103,892291,828444,49,12866,172473,484008,7671645,3047625,1617933,1144252,891605,2708622,1449812,3620877,1500964,1400265,1611246,1637108,522491,8042,3002043,332822,1020130,2242708,1201340,2639310,864933,834488,341139,413259,300607,138779,6979951,164373,601422,917061,10911732,2803517,1987385,1760576,1803137,3125967,848433
8/15/22,56804,261835,22196,865196,1599600,5913100,289032,253232,1999881,278921,1862813,569322,2224964,299087,103,894772,830079,49,12866,172473,484601,7693742,3047625,1618956,1147408,893018,2708622,1449812,3629276,1506741,1403404,1611246,1637108,522491,8042,3002043,332822,1020130,2246545,1202880,2640445,866761,834488,341573,413259,300607,138779,6979951,164471,602930,917523,10943525,2803517,1987385,1764619,1807040,3127189,848468
8/16/22,56913,262119,22225,865798,1599657,5915819,289032,253232,2002553,279380,1862813,570094,2224964,299218,103,896300,831610,49,12948,173487,484601,7701995,3047625,1619789,1147408,893666,2731787,1449812,3633077,1508887,1405348,1611246,1650748,522491,8042,3002043,332822,1020130,2249971,1205774,2643340,867917,834488,341685,413259,300607,138779,6979951,164589,603450,918576,10955047,2803517,1987385,1764619,1808702,3127189,848468
